drug_name_raw,therapeutic_raw,therapeutic_min_mg_L,therapeutic_max_mg_L,toxic_raw,toxic_min_mg_L,toxic_max_mg_L,comatose_raw,comatose_min_mg_L,thalf_raw,references,unit_flag,source,page
Entacapone,0.4-1.0 (-7.0),0.4,1.0,2,2,2,,,(0.5-) 1.5-3.5,"[3, 4], [8]",,Schulz_2020_CritCare,31
Enzalutamide,appr. 19-25 (-30),19,25,,,,,,appr. 6 (3-10)days,"[831, 832], [1086]",,Schulz_2020_CritCare,31
Eperisone,appr. 0.0007-0.008,0.0007,0.008,0.16-4.1,0.16,4.1,15.3,15.3,1-4,[47],,Schulz_2020_CritCare,31
Ephedrine,0.02-0.2,0.02,0.2,0.15 ; 1; 15 ; 22 ; 23,0.15,0.15,2.7 ; 5 ; 3.5-21,2.7,3-11,"[8], [47], [57, 58], [87], [269]",,Schulz_2020_CritCare,31
Epinephrine (Adrenaline),appr. 6.8 ng/L,6.8,6.8,,,,60 ng/L,60,0.7,"[47], [1073]",,Schulz_2020_CritCare,31
Epirubicin,appr. (0.05-) 0.2-3,0.2,3,,,,,,10-45,"[47], [1000]",,Schulz_2020_CritCare,31
Eplerenone,appr. 1-1.7,1,1.7,,,,,,3-6,[47],,Schulz_2020_CritCare,31
Eprosartan,0.4-1.0 (-1.85),0.4,1.0,,,,,,5-9,"[3], [8]",,Schulz_2020_CritCare,31
Eptastigmine,0.0002-0.006,0.0002,0.006,,,,,,appr. 1,[8],,Schulz_2020_CritCare,31
Eptinezumab,,,,,,,,,26-28 days,[1102],,Schulz_2020_CritCare,31
Erenumab,appr. 10-25 ?,10,25,,,,,,21-28 days,"[1102], [1105, 1106]",,Schulz_2020_CritCare,31
Ergotamine,0.36-0.42 ng/mL,0.36,0.42,0.82 ng/mL,0.82,0.82,,,1.5-2.5,[47],NON-MGL:therapeutic:'ng/mL':'0.36-0.42 ng/mL'; NON-MGL:toxic:'ng/mL':'0.82 ng/mL',Schulz_2020_CritCare,31
Ertapenem,appr. -100 (total ),-100,-100,,,,,,3.5-7,"[825], [833, 834], [1186]",,Schulz_2020_CritCare,32
Erythromycin,0.5-6 (peak 4-12),0.5,6,12-15,12,15,,,1-3,"[11], [58]",,Schulz_2020_CritCare,32
Escitalopram,0.015-0.08,0.015,0.08,0.16,0.16,0.16,,,26.3 ± 10.8 (27-32),"[4], [223]",,Schulz_2020_CritCare,32
Eslicarbazepine acetate,10-35,10,35,70,70,70,,,20-40,[4],,Schulz_2020_CritCare,32
Esmolol,0.15-2,0.15,2,,,,,,4-16 minutes,[7],,Schulz_2020_CritCare,32
Esomeprazol,appr. 0.6-6.6,0.6,6.6,,,,,,0.6-1.4,[47],,Schulz_2020_CritCare,32
Estazolam,0.055-0.2,0.055,0.2,,,,0.48 ; 1.25,0.48,10-24,"[3], [47], [58]",,Schulz_2020_CritCare,32
Eszopiclone,appr. 0.01-0.09,0.01,0.09,0.15,0.15,0.15,,,4-9,"[47], [780], [935]",,Schulz_2020_CritCare,32
Etacrynic acid (Ethacrynic acid),0.05-0.1,0.05,0.1,,,,,,1-4,"[3], [8, 9]",,Schulz_2020_CritCare,32
Etamsylate (Ethamsylate),15-20,15,20,,,,,,2.5-4,"[13, 14], [58]",,Schulz_2020_CritCare,32
Ethadione,500-1000,500,1000,1000,1000,1000,,,,[8],,Schulz_2020_CritCare,32
Ethambutol,(0.5-) 3-5 (-6.5),3,5,6-10,6,10,84,84,2.5-3.5; 6-15,"[47], [58], [317]",,Schulz_2020_CritCare,32
Ethanol,,,,1000-2000,1000,2000,3500-4000,3500,-,[13],,Schulz_2020_CritCare,32
Ethchlorvynol,0.5-8,0.5,8,20,20,20,50,50,10-25 (-35),"[3], [58]",,Schulz_2020_CritCare,32
Ethinamate,1.5-10,1.5,10,50-100,50,100,200,200,appr. 2,"[8], [13]",,Schulz_2020_CritCare,32
Ethosuximide,30-100 (40-60),30,100,120 ; 150-200,120,120,250,250,30-60,"[4], [12], [64], [161], [164]",,Schulz_2020_CritCare,32
Ethyl chloride,-,,,,,,36 ; 200/650,36,,[47],,Schulz_2020_CritCare,33
Ethylene glycol,,,,200-500,200,500,2000 (500-7750),2000,3-4 (rats); 2-3 ; 14.2-19.7 (31 ),"[47], [66], [318-326], [1020, 1021]",,Schulz_2020_CritCare,33
Ethylmorphine (Dionin),0.3-0.6,0.3,0.6,,,,0.05 ; 0.3-2.9,0.05,2-3,[47],,Schulz_2020_CritCare,33
"Ethylone (3,4-Methylenedioxy-N- ethylcathinone, = MDED, bk-MDEA)",,,,,,,,,1.7 ; 0.038-2.57,[1022],,Schulz_2020_CritCare,33
Ethylphenidate,,,,,,,,,0.026-2.18,[1023],,Schulz_2020_CritCare,33
Etidocaine,0.5-1.5,0.5,1.5,1.6-2,1.6,2,,,2-3,[327],,Schulz_2020_CritCare,33
Etilefrine,appr. 0.06,0.06,0.06,,,,,,2-3.5,"[1002], [1053-1054]",,Schulz_2020_CritCare,33
Etizolam,0.008-0.018,0.008,0.018,0.03,0.03,0.03,0.26,0.26,2-3,"[47], [1024-1028]",,Schulz_2020_CritCare,33
Etodolac,10-20 (> 14 ),10,20,40,40,40,,,6-8,"[3], [8], [328]",,Schulz_2020_CritCare,33
Etomidate,0.1-0.5 (-1),0.1,0.5,,,,,,3.9 ± 1.1 (2-11),"[3], [9]",,Schulz_2020_CritCare,33
Etoposide,2-6 (peak 8-14),2,6,,,,,,4-11,"[3], [11]",,Schulz_2020_CritCare,33
Etoricoxib,appr. 1.3-3.6,1.3,3.6,,,,,,20-36,[47],,Schulz_2020_CritCare,33
Etravirine (ETR),0.275 (0.081-2.98),0.275,0.275,,,,,,appr. 41,"[2], [47], [110]",,Schulz_2020_CritCare,33
Everolimus,0.003-0.008 (-0.014),0.003,0.008,,,,,,28 ± 7,"[329-332], [1029]",,Schulz_2020_CritCare,33
Ezetimibe,0.005-0.045,0.005,0.045,0.09,0.09,0.09,,,appr. 30,"[333, 334], [780]",,Schulz_2020_CritCare,33
Famotidine,0.02-0.2,0.02,0.2,0.42,0.42,0.42,,,2-4.5,"[3], [335, 336]",,Schulz_2020_CritCare,34
Favipiravir,,,,,,,,,4.6 ± 1.2,[1229],,Schulz_2020_CritCare,34
Febuxostat,0.035-1.45,0.035,1.45,,,,,,6-7,[780],,Schulz_2020_CritCare,34
Felbamate,(30-) 50-110,50,110,100 ; 150-200,100,100,,,15-23,"[4], [12], [337-339]",,Schulz_2020_CritCare,34
Felbinac,appr. 0.4-1,0.4,1,,,,,,10-17,"[3], [340]",,Schulz_2020_CritCare,34
Felodipine,0.001-0.012,0.001,0.012,0.01,0.01,0.01,,,22-27,"[8], [84], [341]",,Schulz_2020_CritCare,34
Fenbufen,appr. -60,-60,-60,,,,,,10-12,"[3], [58]",,Schulz_2020_CritCare,34
Fendiline,0.02-0.15,0.02,0.15,,,,,,appr. 20,[58],,Schulz_2020_CritCare,34
Fenetylline (Fenethylline),,,,,,,,,appr. 1.3,[47],,Schulz_2020_CritCare,34
Fenfluramine,0.04-0.3,0.04,0.3,0.5 – 0.7,0.5,0.7,6,6,18-25,"[8], [58]",,Schulz_2020_CritCare,34
Fenitrothion,,,,,,,1.1-17,1.1,33-64,[47],,Schulz_2020_CritCare,34
Fenofibrate,5-30,5,30,60,60,60,,,20-22,"[3], [342], [780]",,Schulz_2020_CritCare,34
Fenoldopam,0.003-0.06,0.003,0.06,,,,,,0.1,"[8], [58]",,Schulz_2020_CritCare,34
Fenoprofen,(25-) 30-60,30,60,120,120,120,,,2-3,"[343], [780]",,Schulz_2020_CritCare,34
Fenoterol,(0.001-) 0.01-0.04,0.01,0.04,,,,,,appr. 7,"[929, 930]",,Schulz_2020_CritCare,35
Fentanyl,0.0003 -0.3,0.0003,0.3,-,,,0.003-0.02,0.003,1-3.5 (transdermal patch: appr. 17),"[47], [52], [54], [335], [344-351], [1071], [1078-1080]",,Schulz_2020_CritCare,35
Fenthion,,,,,,,1.4 (0.2-4.6),1.4,12,"[47], [186]",,Schulz_2020_CritCare,35
Fesoterodine,0.005,0.005,0.005,,,,,,5-9,"[47], [1030]",,Schulz_2020_CritCare,35
Fexofenadine,appr. 0.1-0.9,0.1,0.9,2.7,2.7,2.7,,,14-18,"[8], [352], [780]",,Schulz_2020_CritCare,35
Finasteride,0.008-0.01,0.008,0.01,,,,,,5-7,[353],,Schulz_2020_CritCare,35
Fingolimod,appr. 0.001-0.018,0.001,0.018,,,,,,6-9 days,[47],,Schulz_2020_CritCare,35
Flecainide,(0.2-) 0.4-0.8,0.4,0.8,1 ; 1-2,1,1,2.6 ; 13 ; 15,2.6,10-20,"[70], [354], [780]",,Schulz_2020_CritCare,35
"Flephedrone (4-Fluoromethcathinone, 4-FMC)",,,,,,,0.6 ; 4.4,0.6,,[955],,Schulz_2020_CritCare,35
Fleroxacin,appr. 5,5,5,,,,,,(8-) 10-12 (-13),[1031],,Schulz_2020_CritCare,35
Flibanserin,appr. 0.4,0.4,0.4,,,,,,6-14,[1032],,Schulz_2020_CritCare,35
Flocoumafen,,,,,,,0.005-0.273,0.005,6-7 days,[47],,Schulz_2020_CritCare,35
Flubromazepam,-,,,0.05-0.08; 0.412,0.05,0.08,0.83,0.83,appr. 100,"[835], [837-839]",,Schulz_2020_CritCare,35
Flubromazolam,appr. 0.008,0.008,0.008,,,,0.059,0.059,10-20,"[836], [1031], [1033]",,Schulz_2020_CritCare,35
Flucloxacillin,3-30,3,30,,,,,,1-2,"[11], [58]",,Schulz_2020_CritCare,35
Fluconazole,appr. 2-6 (-15),2,6,20; 95,20,20,,,22-34,"[11], [91], [355-358], [1186]",,Schulz_2020_CritCare,36
Flucytosine,(20-) 25-50 (-70),25,50,100,100,100,,,3-5,"[8], [58]",,Schulz_2020_CritCare,36
Flumazenil,(0.01-) 0.02-0.1,0.02,0.1,0.5,0.5,0.5,,,1-2,[931-934],,Schulz_2020_CritCare,36
Flunarizine,0.025-0.2,0.025,0.2,0.3,0.3,0.3,,,days,[42],,Schulz_2020_CritCare,36
Flunitrazepam,0.005-0.015,0.005,0.015,0.05,0.05,0.05,0.3 (0.11-0.74),0.3,10-20 (-30),"[56], [59], [359], [1012], [1034]",,Schulz_2020_CritCare,36
Fluoride,0.095-0.190 (-0.285),0.095,0.190,0.5-2,0.5,2,3,3,2-9,"[10], [47], [58], [130], [360-362]",,Schulz_2020_CritCare,36
"5-Fluoro ADB (Methyl 2-[1-(5- fluoropentyl)-1H-indazole-3- carboxamide]-3,3-dimethylbutanoate = 5-Fluoro MDMB-PINACA)",-,,,,,,0.11-1.92 ng/mL,0.11,,"[1035, 1036]",NON-MGL:comatose:'ng/mL':'0.11-1.92 ng/mL',Schulz_2020_CritCare,36
4-Fluoroamphetamine,-,,,0.06-0.43,0.06,0.43,0.32,0.32,,[47],,Schulz_2020_CritCare,36
Fluorofentanyl,-,,,,,,2.4 ng/mL ; 30 ng/mL,2.4,,"[1038], [1071, 1072]",NON-MGL:comatose:'ng/mL':'2.4 ng/mL ; 30 ng/mL',Schulz_2020_CritCare,36
2-Fluoromethamphetamine (2-FMA),-,,,,,,6.9 ng/mL,6.9,,[1041],NON-MGL:comatose:'ng/mL':'6.9 ng/mL',Schulz_2020_CritCare,36
4-Fluoromethlyphenidate,-,,,0.032,0.032,0.032,,,,[840],,Schulz_2020_CritCare,36
5-Fluorouracil,0.05-0.3,0.05,0.3,0.4-0.6,0.4,0.6,,,< 0.5,"[3], [11], [58]",,Schulz_2020_CritCare,36
Fluoxetine,0.12-0.5,0.12,0.5,1,1,1,2.2; 3.8 ; 6,2.2,2-6 days,"[4], [47], [75], [202], [263, 264], [363, 364, [1084]]",,Schulz_2020_CritCare,36
Flupentixol (Flupenthixol),0.0005-0.005,0.0005,0.005,0.015,0.015,0.015,,,20-40,[4],,Schulz_2020_CritCare,37
Fluphenazine,0.001-0.01,0.001,0.01,0.015,0.015,0.015,,,10-18,[4],,Schulz_2020_CritCare,37
Flupirtine,0.5-1.5,0.5,1.5,appr. 3-4,3,4,11,11,7-11,"[365], [1042]",,Schulz_2020_CritCare,37
Flurazepam,0.075-0.165,0.075,0.165,0.33 ; 0.2-0.5,0.33,0.33,0.5-2.8 ; 24,0.5,appr. 2-3,"[4], [47]",,Schulz_2020_CritCare,37
Flurbiprofen,5-15,5,15,,,,,,3-4,[366],,Schulz_2020_CritCare,37
Fluspirilen,0.0001-0.0022,0.0001,0.0022,0.0044,0.0044,0.0044,,,7-14days,[4],,Schulz_2020_CritCare,37
Flutamide,0.4-1.5,0.4,1.5,,,,,,7-20,"[43], [367]",,Schulz_2020_CritCare,37
Fluvastatin,0.05-0.44,0.05,0.44,,,,2.4,2.4,1-3,"[47], [1063]",,Schulz_2020_CritCare,37
Fluvoxamine,0.06-0.23,0.06,0.23,0.5 -0.65; 1.97,0.5,0.65,2.8 ; 5.4,2.8,(8-) 15-22 (-28),"[4], [47], [202], [368, 369], [1084]",,Schulz_2020_CritCare,37
Folic acid,appr. 0.004-0.03,0.004,0.03,,,,,,1.5-2,"[800], [944]",,Schulz_2020_CritCare,37
Fomepizole,8-35,8,35,,,,,,10-40 (dose-dependent),"[47], [1055-1058]",,Schulz_2020_CritCare,37
Formoterol,appr. 20-80 ng/L,20,80,,,,,,5-13,[47],,Schulz_2020_CritCare,37
Fosamprenavir (FPV),> 0.4,0.4,0.4,,,,,,4-11; 7.7,"[2], [47], [110, 111]",,Schulz_2020_CritCare,37
Fosinopril,appr. 0.13-0.25 ; appr. 0.71-1.2,0.13,0.25,,,,,,6-17,[47],,Schulz_2020_CritCare,37
5F-PB-22,-,,,,,,0.37-1.5 ng/mL,0.37,,"[1039, 1040], [1225]",NON-MGL:comatose:'ng/mL':'0.37-1.5 ng/mL',Schulz_2020_CritCare,38
Fospropofol,,,,,,,,,0.7-0.9,[47],,Schulz_2020_CritCare,38
Fremanezumab,,,,,,,,,30-32 days,"[1102], [1104]",,Schulz_2020_CritCare,38
Frovatriptan,appr. 0.004-0.008,0.004,0.008,,,,,,20-30,[47],,Schulz_2020_CritCare,38
Furanyl fentanyl,-,,,,,,2.7 (0.4-42.9) ng/mL,2.7,,"[1011], [1071]",NON-MGL:comatose:'ng/mL':'2.7 (0.4-42.9) ng/mL',Schulz_2020_CritCare,38
Furosemide (Frusemide),2-5 (-10),2,5,25-30,25,30,,,0.7-1.5 (-3),"[3], [47], [58]",,Schulz_2020_CritCare,38
Fusidic acid,30-200,30,200,,,,,,4-6 (9-13),"[8], [1003]",,Schulz_2020_CritCare,38
Gabapentin,appr. 0.5-6 (-20-30),0.5,6,25 ; 45 ; 85 ; 105 ; 127,25,25,37,37,5-7 (-9),"[4], [12], [47, 48], [370-382], [804], [841, 842]",,Schulz_2020_CritCare,38
Galantamine (Galanthamine),(0.01-) 0.03-0.06,0.03,0.06,0.09,0.09,0.09,,,6-10,"[4], [383, 384]",,Schulz_2020_CritCare,38
Galcanezumab,appr. 10-30 ?,10,30,,,,,,27 days,"[1102, 1103]",,Schulz_2020_CritCare,38
Gallopamil,0.02-0.1,0.02,0.1,,,,8,8,3-8,"[84], [385]",,Schulz_2020_CritCare,38
Ganciclovir,(0.29-0.51) 0.5-5,0.5,5,3-5,3,5,,,2-4,"[38, 39], [388]",,Schulz_2020_CritCare,38
Gemcitabine,3.9-5.3,3.9,5.3,-,,,,,0.05 (0.18-0.43),[209],,Schulz_2020_CritCare,39
Gemfibrozil,appr. -25,-25,-25,,,,,,1.5,[3],,Schulz_2020_CritCare,39
Gentamicin,(2-) 4-10,4,10,12,12,12,,,1.5-6,"[20], [67], [389-394]",,Schulz_2020_CritCare,39
Glibenclamide (Glyburide),0.05-0.2,0.05,0.2,0.6,0.6,0.6,,,10,"[47], [780]",,Schulz_2020_CritCare,39
Gliclazide,1-3.7,1,3.7,,,,,,6-14,[47],,Schulz_2020_CritCare,39
Glimepiride,0.09-0.5,0.09,0.5,1,1,1,,,4-15,"[47], [780]",,Schulz_2020_CritCare,39
Glipizide,0.1-1 (-1.5),0.1,1,2,2,2,,,3-7,"[66], [780]",,Schulz_2020_CritCare,39
Glutethimide,0.2-5,0.2,5,(5-) 10-30,10,30,15-50 (10-97 ),15,5-20,"[30], [47]",,Schulz_2020_CritCare,39
Glyphosate,,,,,,,3.7-1980 ; 118-7480,3.7,2-4,"[47], [1059, 1060]",,Schulz_2020_CritCare,39
Gold,3-8,3,8,(5-) 10-15,10,15,0.4,0.4,21-31 days (oral),"[47, 48], [58], [1045]",,Schulz_2020_CritCare,39
Granisetron,appr. 0.005-0.017,0.005,0.017,,,,,,3-21,"[3], [8], [47]",,Schulz_2020_CritCare,39
Griseofulvin,0.3-1.7,0.3,1.7,,,,,,22 (9-33),"[8], [47]",,Schulz_2020_CritCare,40
Guaifenesin,0.3-1.4,0.3,1.4,,,,25,25,appr. 1,"[3], [8], [47]",,Schulz_2020_CritCare,40
Guanethidine,0.01,0.01,0.01,,,,,,5-10days,"[3], [58]",,Schulz_2020_CritCare,40
Guanfacine,appr. 0.001-0.01,0.001,0.01,,,,,,13.5 (10-30),[780],,Schulz_2020_CritCare,40
Haloperidol,(0.001-) 0.005-0.017,0.005,0.017,0.006/0.023 ; 0.015 ; 0.05,0.006,0.006,0.18 ; 0.5,0.18,10-35,"[4], [43], [47], [185], [193], [240], [395-398]",,Schulz_2020_CritCare,40
Halothan,22-260,22,260,,,,33-720 ; 3.4/8.3,33,43,"[48], [87]",,Schulz_2020_CritCare,40
Hematin,50-100,50,100,,,,,,,"[13, 14]",,Schulz_2020_CritCare,40
Heptabarb (Heptabarbital),0.5-4,0.5,4,8-15,8,15,20,20,6-11,"[13, 14]",,Schulz_2020_CritCare,40
Heptaminol,appr. 0.2-1 (-1.5),0.2,1,,,,,,2-3,"[13, 14]",,Schulz_2020_CritCare,40
"Heroin (Diacetylmorphine, Diamorphine)",-,,,-,,,,,2-5 minutes,"[273-281], [1046]",,Schulz_2020_CritCare,40
Hexachlorobenzene (HCB),-0.0001,-0.0001,-0.0001,,,,,,appr. 2 years,[100],,Schulz_2020_CritCare,40
"ß-Hexachlorocyclohexane (ß-HCH, ß-Lindane)",-0.0001,-0.0001,-0.0001,,,,,,appr. 7 years,[100],,Schulz_2020_CritCare,40
Hexachlorophene,0.003-0.65 (-1),0.003,0.65,,,,35,35,6-44,"[11], [58]",,Schulz_2020_CritCare,40
n-Hexane,< 0.09 ng/mL,0.09,0.09,,,,,,1.5-2,[47],NON-MGL:therapeutic:'ng/mL':'< 0.09 ng/mL',Schulz_2020_CritCare,41
Hexapropymate,2-5,2,5,10-20,10,20,,,,"[8], [11]",,Schulz_2020_CritCare,41
Hexobarbital,1-5,1,5,10-20,10,20,50,50,4-6,"[13, 14], [58]",,Schulz_2020_CritCare,41
Hirudin-rec,-,,,-,,,,,(1-) 2.5-3,"[3], [43], [399]",,Schulz_2020_CritCare,41
Homosalate,0.004-0.023,0.004,0.023,,,,,,(18-) 47-78 (-162),[1122],,Schulz_2020_CritCare,41
Hydralazine,0.05-0.5 (-1.5),0.05,0.5,,,,,,2-6,[84],,Schulz_2020_CritCare,41
Hydrochlorothiazide,appr. 0.04-0.45 (-2),0.04,0.45,4,4,4,,,(6-) 9-12 (-15),"[3], [42], [779, 780], [1150, 1151]",,Schulz_2020_CritCare,41
Hydrocodone,0.01-0.04 (0.05),0.01,0.04,0.1,0.1,0.1,0.13-7,0.13,appr. 4,"[8], [47], [244], [780]",,Schulz_2020_CritCare,41
Hydromorphone,appr. 0.005-0.015 (-0.03),0.005,0.015,0.1,0.1,0.1,0.03 ; 0.06 ; 0.2,0.03,2-3,"[8, 9], [270], [400], [780], [1047], [1075]",,Schulz_2020_CritCare,41
Hydroxychloroquine,0.1-0.5,0.1,0.5,0.5-0.8,0.5,0.8,4; 48 ; 104,4,dose-dependent days,"[3], [13, 14], [47], [403], [780], [848-852], [1226]",,Schulz_2020_CritCare,41
4-Hydroxy-3-methoxymethamphetamine (HMMA),-,,,,,,,,11.5-13.5,[404-406],,Schulz_2020_CritCare,41
Hydroxytryptophan (5-HTP),appr. 0.5-1.5 (-9.4 ),0.5,1.5,,,,,,2-7,[47],,Schulz_2020_CritCare,41
Hydroxyzine,0.05-0.1,0.05,0.1,0.1,0.1,0.1,0.7 ; 2.5 ; 3 ; 39,0.7,7-20,"[11], [47], [56], [58]",,Schulz_2020_CritCare,42
Hyoscyamine,0.0004-0.006,0.0004,0.006,,,,,,7.5,[780],,Schulz_2020_CritCare,42
Ibandronat (Ibandronic acid),< 0.1,0.1,0.1,,,,,,10-60; terminal: days,"[47], [49], [1004, 1005]",,Schulz_2020_CritCare,42
Ibuprofen,15-30 (-50),15,30,200,200,200,185 ; 260 ; 352 ; 1233,185,0.9-2.5 (-3),"[47], [293], [343], [407, 408], [926]",,Schulz_2020_CritCare,42
Idebenone,0.05-0.2,0.05,0.2,,,,,,(8-) 16-22 (-26),"[3], [47], [409], [1048]",,Schulz_2020_CritCare,42
Iloperidone,0.005-0.01,0.005,0.01,0.02 ; 0.07,0.02,0.02,,,18-33,"[4], [1049]",,Schulz_2020_CritCare,42
Iloprost,appr. 0.0001,0.0001,0.0001,,,,,,appr. 0.5,"[936, 937]",,Schulz_2020_CritCare,42
Imatinib,0.72,0.72,0.72,,,,,,appr. 18,"[410, 411]",,Schulz_2020_CritCare,42
Imipenem,0.5-5 (20-75),0.5,5,,,,,,1-1.5,"[8], [412], [825], [833], [1186]",,Schulz_2020_CritCare,42
Imipramine plus Desipramine,0.05-0.35 0.175-0.3,0.05,0.35,0.5-1 0.3,0.5,1,1.5-2,1.5,(6-) 11-25,"[4], [74], [76-80], [308, 309], [413], [1084]",,Schulz_2020_CritCare,42
Inamrinone,-,,,,,,76,76,4-6,[47],,Schulz_2020_CritCare,42
Indapamide,0.13-0.25,0.13,0.25,,,,,,14-15,[780],,Schulz_2020_CritCare,42
Indinavir (IDV),> 0.1,0.1,0.1,appr. 0.5,0.5,0.5,,,1.5-2,"[2, 3], [110, 111], [211], [414]",,Schulz_2020_CritCare,42
Indometacin (Indomethacin),0.3-1 (-3),0.3,1,4-5,4,5,,,5-10 (adults); 10-33 (neonates),"[47], [415], [780]",,Schulz_2020_CritCare,42
Indoramin,appr. 0.025-0.1,0.025,0.1,,,,,,12 (3.5-15),[95],,Schulz_2020_CritCare,42
Infliximab,3-7,3,7,,,,,,6-12 days,"[47], [1077]",,Schulz_2020_CritCare,43
Iproniazid,appr. -5 ?,-5,-5,,,,,,,[58],,Schulz_2020_CritCare,43
Irbesartan,appr. 1.9-3.3,1.9,3.3,,,,,,11-15,[47],,Schulz_2020_CritCare,43
Iridium,-0.02,-0.02,-0.02,,,,,,,,,Schulz_2020_CritCare,43
Iron,0.5-2,0.5,2,6,6,6,17,17,3-8,"[42], [47], [58], [64]",,Schulz_2020_CritCare,43
Isavuconazole,appr. 2.5,2.5,2.5,,,,,,50-110,[47],,Schulz_2020_CritCare,43
Isoflurane,appr. 20-150,20,150,,,,1.8-48,1.8,7 min to 58 h,[47],,Schulz_2020_CritCare,43
Isoniazid (INH),5-10,5,10,20,20,20,(30-) 100,100,(0.6-) 1-3 (-6.7),"[3], [8], [317]",,Schulz_2020_CritCare,43
Isopropanol,,,,200-400,200,400,330 ; 730 ; 1000,330,2.5-3,"[47], [58]",,Schulz_2020_CritCare,43
Isosorbide-dinitrate (ISDN),appr. 0.02-0.2,0.02,0.2,,,,,,0.4-0.8,[47],,Schulz_2020_CritCare,43
Isosorbide-5-mononitrate (IS-5-MN),0.1-1,0.1,1,3.1,3.1,3.1,,,2-5 (-8),"[47], [95]",,Schulz_2020_CritCare,43
Isotretinoin,appr. 0.001-0.002 (topical),0.001,0.002,,,,,,10-20,"[3], [416, 417]",,Schulz_2020_CritCare,43
Isoxicam,5-15,5,15,,,,,,20-50,"[8], [853]",,Schulz_2020_CritCare,43
Isradipine,0.0005-0.002 (-0.01),0.0005,0.002,0.01,0.01,0.01,0.26,0.26,5-10,"[3], [84], [418-420]",,Schulz_2020_CritCare,43
Itraconazole,appr. 0.4-2,0.4,2,,,,,,24-36,[421-424],,Schulz_2020_CritCare,44
Ivabradine,appr. 0.01-0.06,0.01,0.06,0.11 ; 0.37 ; 0.52,0.11,0.11,,,1.3-2.8,[47],,Schulz_2020_CritCare,44
Ivermectin,appr. 0.05,0.05,0.05,,,,0.09,0.09,16-28,"[3], [47], [425]",,Schulz_2020_CritCare,44
Kanamycin,trough: 1-4; peak: 10-25,1,4,25-30,25,30,,,(0.5-)2-3 (-5),[8],,Schulz_2020_CritCare,44
Kavain,appr. 0.05,0.05,0.05,0.18-5,0.18,5,1.4,1.4,2.8-6.7,[47],,Schulz_2020_CritCare,44
Ketamine,(0.1-) 1-6,1,6,0.02 ; 0.42 ; 7 (abuse),0.02,0.02,3.8 ; 6.9,3.8,1-3 (-4),"[47], [56], [58], [426-428]",,Schulz_2020_CritCare,44
Ketanserin,0.05-0.5,0.05,0.5,,,,2.8,2.8,10-22,"[8], [47]",,Schulz_2020_CritCare,44
Ketazolam,0.001-0.02,0.001,0.02,,,,,,1-3,[59],,Schulz_2020_CritCare,44
Ketobemidone,0.01-0.05,0.01,0.05,,,,0.2-3.2,0.2,1.8-4.2,"[3], [47], [426], [428]",,Schulz_2020_CritCare,44
Ketoconazole,1-3 (-6),1,3,,,,,,6-10,[8],,Schulz_2020_CritCare,44
Ketoprofen,1-6 (-20),1,6,12,12,12,1100,1100,"1,1-2 (-4.2)","[47], [429-433], [780]",,Schulz_2020_CritCare,44
Ketorolac,0.5-3,0.5,3,5,5,5,,,4-10,"[3], [8], [780]",,Schulz_2020_CritCare,44
Ketotifen,0.0004-0.004,0.0004,0.004,0.02,0.02,0.02,1.2 ?,1.2,(4-) 7-21 (-27),"[57], [1061, 1062], [1076]",,Schulz_2020_CritCare,44
Labetalol,0.03-0.2 (-0.65),0.03,0.2,1 ; 2.9,1,1,1.7,1.7,3-10,"[3], [7], [47], [95]",,Schulz_2020_CritCare,45
Lacidipine,0.001-0.006,0.001,0.006,,,,,,12-19,"[8], [1087]",,Schulz_2020_CritCare,45
Lacosamide,1-10,1,10,20,20,20,,,10-15,[4],,Schulz_2020_CritCare,45
Lamivudine,-,,,,,,,,5-7,"[2, 3], [434]",,Schulz_2020_CritCare,45
Lamotrigine,1-15,1,15,20,20,20,36 ; 50,36,(15-) 23-37,"[4], [8], [47], [435-437]",,Schulz_2020_CritCare,45
Lansoprazole,0.06-0.4,0.06,0.4,,,,,,1-2,"[780], [1088]",,Schulz_2020_CritCare,45
Lead,-0.09,-0.09,-0.09,0.4-0.6,0.4,0.6,3,3,-,"[47], [64], [100], [438, 439]",,Schulz_2020_CritCare,45
Leflunomide,6-100,6,100,,,,,,4-28days,"[3], [440-442]",,Schulz_2020_CritCare,45
Lenalidomide,0.06-1,0.06,1,2613 ng/h/mL,2613,2613,,,3-4,"[854-856], [1989, 1090]",,Schulz_2020_CritCare,45
Lercanidipine,appr. 0.1-10 ng/mL,0.1,10,0.28,0.28,0.28,,,6-10,"[47], [1064]",NON-MGL:therapeutic:'ng/mL':'appr. 0.1-10 ng/mL',Schulz_2020_CritCare,45
Levacetylmethadol (= Acetylmethadol),appr. 0.02-0.06,0.02,0.06,,,,,,32-116,"[8], [47]",,Schulz_2020_CritCare,45
Levamisole,appr. 0.1-0.7 (0.7-2.5),0.1,0.7,,,,,,2-8,"[8], [47], [1091, 1092]",,Schulz_2020_CritCare,45
Levetiracetam,(3-) 10-40,10,40,50 ; 400,50,50,,,4-10,"[4], [8], [443]",,Schulz_2020_CritCare,45
Levocabastine,< 0.001-0.01,0.001,0.01,,,,,,30-40,"[444], [1093]",,Schulz_2020_CritCare,45
Levocetirizine,0.3-0.5,0.3,0.5,,,,,,6-10,[47],,Schulz_2020_CritCare,45
